name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,number_of_children_eligible_for_instruction_in_the_minority_official_language,percent_of_children_eligible_for_instruction_in_the_minority_official_language,number_of_children_not_eligible_for_instruction_in_the_minority_official_language,percent_of_children_not_eligible_for_instruction_in_the_minority_official_language,number_1_year_mobility_total,number_1_year_non_movers,number_1_year_movers,number_1_year_non_migrants,number_1_year_migrants,number_1_year_intraprovincial_migrants,number_1_year_interprovincial_migrants,number_1_year_external_migrants,percent_1_year_non_movers,percent_1_year_movers,percent_1_year_migrants.x,percent_1_year_migrants.y,percent_1_year_intraprovincial_migrants,percent_1_year_interprovincial_migrants,percent_1_year_external_migrants,number_5_year_mobility_total,number_5_year_non_movers,number_5_year_movers,number_5_year_non_migrants,number_5_year_migrants,number_5_year_intraprovincial_migrants,number_5_year_interprovincial_migrants,number_5_year_external_migrants,percent_5_year_non_movers,percent_5_year_movers,percent_5_year_migrants.x,percent_5_year_migrants.y,percent_5_year_intraprovincial_migrants,percent_5_year_interprovincial_migrants,percent_5_year_external_migrants
ottawa_ons2022_hawkesbury_3606_00000_4_1_percent,495,495,1,0,0,0,0,0,0.030612244897959183,0.030612244897959183,0.05102040816326531,0.04081632653061224,0,0,0.14285714285714285,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,130,0.26262626262626265,130,0.26262626262626265,0,NA,0,NA,4,4.2,0,150,0.30303030303030304,25,20,0,0,15,15,0,355,0.7244897959183674,255,0.5204081632653061,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,70,15,0,35,0,15,0,0,0,0,0,0,0,420,0.030612244897959183,0,0.07142857142857142,0,0.030612244897959183,0,0,0,0,0,0,0,0.8571428571428571,425,0.8585858585858586,70,0.1414141414141414,460,355,105,50,55,40,15,0,0.7717391304347826,0.22826086956521738,0.10869565217391304,0.11956521739130435,0.08695652173913043,0.03260869565217391,0,170,75,95,30,65,40,15,10,0.4411764705882353,0.5588235294117647,0.17647058823529413,0.38235294117647056,0.23529411764705882,0.08823529411764706,0.058823529411764705
ottawa_ons2022_hawthorn_meadows_sheffield_glen_3054_00000_7_3_percent,565,565,1,0,0,0,0,0,0.11504424778761062,0.11504424778761062,0.035398230088495575,0.02654867256637168,0.02654867256637168,0,0.7079646017699115,0.07079646017699115,0.6153846153846154,0.061946902654867256,NA,0,0,NA,NA,NA,NA,NA,NA,NA,40,145,0.25663716814159293,145,0.25663716814159293,0,NA,0,NA,3.7,3.6,0,160,0.2882882882882883,20,15,15,0,65,65,35,95,0.168141592920354,60,0.10619469026548672,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,400,35,0,190,30,80,10,10,25,0,0,0,20,165,0.061946902654867256,0,0.336283185840708,0.05309734513274336,0.1415929203539823,0.017699115044247787,0.017699115044247787,0.04424778761061947,0,0,0,0.035398230088495575,0.2920353982300885,255,0.45535714285714285,310,0.5535714285714286,520,405,120,90,30,10,15,0,0.7788461538461539,0.23076923076923078,0.17307692307692307,0.057692307692307696,0.019230769230769232,0.028846153846153848,0,145,45,100,40,55,0,25,30,0.3103448275862069,0.6896551724137931,0.27586206896551724,0.3793103448275862,0,0.1724137931034483,0.20689655172413793
ottawa_ons2022_head_clara_and_maria_3707_00009_4_1_percent,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,15,15,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,1,0,1,0,0,0
ottawa_ons2022_hintonburg_mechanicsville_3055_00000_3_8_percent,605,605,1,0,0,0,0,0,0,0.016666666666666666,0.03333333333333333,0,0.025,0,0.275,0.01652892561983471,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,75,0.12396694214876033,75,0.12396694214876033,0,NA,0,NA,3.7,3.6,0,120,0.19834710743801653,20,0,15,0,10,0,0,90,0.15,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,165,25,30,60,0,15,0,10,0,0,0,10,0,440,0.041666666666666664,0.05,0.1,0,0.025,0,0.016666666666666666,0,0,0,0.016666666666666666,0,0.7333333333333333,240,0.39669421487603307,370,0.6115702479338843,550,485,65,40,30,0,0,25,0.8818181818181818,0.11818181818181818,0.07272727272727272,0.05454545454545454,0,0,0.045454545454545456,195,120,75,60,15,0,0,10,0.6153846153846154,0.38461538461538464,0.3076923076923077,0.07692307692307693,0,0,0.05128205128205128
ottawa_ons2022_horton_3708_00000_5_3_percent,185,185,1,0,0,0,0,0,0,0,0.08108108108108109,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.6,3.8,0,40,0.21621621621621623,15,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0.13513513513513514,160,0.8648648648648649,155,140,15,10,0,0,0,0,0.9032258064516129,0.0967741935483871,0.06451612903225806,0,0,0,0,65,45,20,0,20,20,0,0,0.6923076923076923,0.3076923076923077,0,0.3076923076923077,0.3076923076923077,0,0
ottawa_ons2022_hunt_club_park_3056_00000_3_4_percent,605,605,1,0,0,0,0,0,0.01639344262295082,0.01639344262295082,0.03278688524590164,0.01639344262295082,0.01639344262295082,0,0.6721311475409836,0,0,0.040983606557377046,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,105,0.17355371900826447,105,0.17355371900826447,0,NA,0,NA,3.6,3.8,0,160,0.2689075630252101,20,10,10,0,10,10,25,100,0.16393442622950818,45,0.07377049180327869,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,410,15,0,160,0,140,0,0,15,0,0,0,50,200,0.02459016393442623,0,0.26229508196721313,0,0.22950819672131148,0,0,0.02459016393442623,0,0,0,0.08196721311475409,0.32786885245901637,230,0.38016528925619836,375,0.6198347107438017,515,470,45,45,0,0,0,0,0.912621359223301,0.08737864077669903,0.08737864077669903,0,0,0,0,205,130,75,55,20,0,15,0,0.6341463414634146,0.36585365853658536,0.2682926829268293,0.0975609756097561,0,0.07317073170731707,0
ottawa_ons2022_industrial_east_3057_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_iris_3058_00000_2_9_percent,345,345,1,0,0,0,0,0,0.057971014492753624,0.057971014492753624,0.08695652173913043,0.07246376811594203,0,0,0.4492753623188406,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,60,0.17391304347826086,60,0.17391304347826086,0,NA,0,NA,3.6,3.9,0,80,0.2318840579710145,30,25,0,0,20,20,0,70,0.2028985507246377,40,0.11594202898550725,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,155,0,0,70,0,25,10,20,10,0,0,0,0,185,0,0,0.2028985507246377,0,0.07246376811594203,0.028985507246376812,0.057971014492753624,0.028985507246376812,0,0,0,0,0.5362318840579711,120,0.34782608695652173,225,0.6521739130434783,300,250,50,20,30,0,10,15,0.8333333333333334,0.16666666666666666,0.06666666666666667,0.1,0,0.03333333333333333,0.05,110,60,55,30,25,0,0,15,0.5454545454545454,0.5,0.2727272727272727,0.22727272727272727,0,0,0.13636363636363635
ottawa_ons2022_island_park_wellington_village_3059_00000_1_9_percent,430,430,1,0,0,0,0,0,0,0,0.058823529411764705,0.03529411764705882,0,0,0.16470588235294117,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.6,3.8,0,20,0.047619047619047616,25,15,0,0,0,0,0,40,0.09411764705882353,20,0.047058823529411764,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,70,20,10,15,0,10,0,0,0,0,0,0,0,355,0.047058823529411764,0.023529411764705882,0.03529411764705882,0,0.023529411764705882,0,0,0,0,0,0,0,0.8352941176470589,120,0.2823529411764706,310,0.7294117647058823,365,305,60,50,10,0,10,0,0.8356164383561644,0.1643835616438356,0.136986301369863,0.0273972602739726,0,0.0273972602739726,0,115,40,75,65,15,0,10,0,0.34782608695652173,0.6521739130434783,0.5652173913043478,0.13043478260869565,0,0.08695652173913043,0
ottawa_ons2022_kanata_lakes_3060_00000_2_3_percent,1045,1045,1,0,0,0,0,0,0.08133971291866028,0.0861244019138756,0.019138755980861243,0,0.014354066985645933,0,0.6507177033492823,0,0,0.10047846889952153,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,105,0.10047846889952153,105,0.10047846889952153,0,NA,0,NA,4,4.3,0,80,0.07655502392344497,20,0,15,0,90,85,105,20,0.019138755980861243,10,0.009569377990430622,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,680,135,295,35,0,50,0,0,85,20,0,0,45,370,0.1291866028708134,0.2822966507177033,0.03349282296650718,0,0.04784688995215311,0,0,0.08133971291866028,0.019138755980861243,0,0,0.0430622009569378,0.35406698564593303,190,0.18181818181818182,855,0.8181818181818182,945,790,155,80,70,15,20,40,0.8359788359788359,0.164021164021164,0.08465608465608465,0.07407407407407407,0.015873015873015872,0.021164021164021163,0.042328042328042326,350,130,220,75,145,30,45,70,0.37142857142857144,0.6285714285714286,0.21428571428571427,0.4142857142857143,0.08571428571428572,0.12857142857142856,0.2
ottawa_ons2022_katimavik_hazeldean_3061_00000_1_7_percent,805,805,1,0,0,0,0,0,0.030864197530864196,0.030864197530864196,0.018518518518518517,0.018518518518518517,0,0,0.2716049382716049,0.012422360248447204,0.4,0.037037037037037035,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,50,0.062111801242236024,50,0.062111801242236024,0,NA,0,NA,3.7,3.7,0,105,0.13043478260869565,15,15,0,0,25,25,30,60,0.07407407407407407,35,0.043209876543209874,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,220,30,10,60,0,45,10,30,0,0,0,0,10,585,0.037037037037037035,0.012345679012345678,0.07407407407407407,0,0.05555555555555555,0.012345679012345678,0.037037037037037035,0,0,0,0,0.012345679012345678,0.7222222222222222,175,0.21739130434782608,625,0.7763975155279503,700,585,115,70,55,35,15,10,0.8357142857142857,0.16428571428571428,0.1,0.07857142857142857,0.05,0.02142857142857143,0.014285714285714285,280,160,120,85,35,10,10,20,0.5714285714285714,0.42857142857142855,0.30357142857142855,0.125,0.03571428571428571,0.03571428571428571,0.07142857142857142
ottawa_ons2022_killaloe_hagarty_and_richards_3709_00000_5_3_percent,125,125,1,0,0,0,0,0,0,0,0.12,0.12,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.8,4,0,35,0.28,15,15,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0.96,10,0.08,115,0.92,110,90,20,10,10,10,0,0,0.8181818181818182,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0,0,35,15,20,15,15,15,0,0,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855,0,0
ottawa_ons2022_kinburn_3062_00000_4_8_percent,250,250,1,0,0,0,0,0,0,0,0,0,0,0,0.06,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,25,0.1,25,0.1,0,NA,0,NA,3.8,3.9,0,25,0.1,0,0,0,0,0,0,0,10,0.0392156862745098,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,15,0,0,10,0,0,0,0,0,0,0,0,0,230,0,0,0.04,0,0,0,0,0,0,0,0,0,0.92,50,0.2,205,0.82,215,200,10,0,10,10,0,0,0.9302325581395349,0.046511627906976744,0,0.046511627906976744,0.046511627906976744,0,0,75,35,50,35,10,0,10,0,0.4666666666666667,0.6666666666666666,0.4666666666666667,0.13333333333333333,0,0.13333333333333333,0
ottawa_ons2022_lanark_highlands_3404_00000_7_3_percent,370,370,1,0,0,0,0,0,0,0,0.05405405405405406,0.02702702702702703,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,30,0.08108108108108109,30,0.08108108108108109,0,NA,0,NA,3.8,4,0,55,0.14864864864864866,20,10,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0.10810810810810811,330,0.8918918918918919,335,305,35,20,10,10,0,0,0.9104477611940298,0.1044776119402985,0.05970149253731343,0.029850746268656716,0.029850746268656716,0,0,120,50,70,15,55,55,0,0,0.4166666666666667,0.5833333333333334,0.125,0.4583333333333333,0.4583333333333333,0,0
ottawa_ons2022_laurentian_3063_00000_1_7_percent,605,605,1,0,0,0,0,0,0.06611570247933884,0.06611570247933884,0.024793388429752067,0.01652892561983471,0,0,0.2396694214876033,0,0,0.01652892561983471,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,55,0.09016393442622951,55,0.09016393442622951,0,NA,0,NA,4,4.3,0,45,0.0743801652892562,15,10,0,0,40,40,10,40,0.06611570247933884,20,0.03305785123966942,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,145,45,30,30,0,10,0,0,0,0,0,0,25,465,0.0743801652892562,0.049586776859504134,0.049586776859504134,0,0.01652892561983471,0,0,0,0,0,0,0.04132231404958678,0.768595041322314,135,0.22131147540983606,470,0.7704918032786885,560,470,95,75,20,10,0,15,0.8392857142857143,0.16964285714285715,0.13392857142857142,0.03571428571428571,0.017857142857142856,0,0.026785714285714284,220,100,120,70,50,10,0,25,0.45454545454545453,0.5454545454545454,0.3181818181818182,0.22727272727272727,0.045454545454545456,0,0.11363636363636363
ottawa_ons2022_laurentian_hills_3710_00000_3_6_percent,250,250,1,0,0,0,0,0,0,0,0.061224489795918366,0,0.061224489795918366,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.6,4,0,40,0.16,15,0,15,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0.22,190,0.76,205,160,45,15,30,30,0,0,0.7804878048780488,0.21951219512195122,0.07317073170731707,0.14634146341463414,0.14634146341463414,0,0,90,50,40,10,35,25,10,0,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.3888888888888889,0.2777777777777778,0.1111111111111111,0
ottawa_ons2022_laurentian_valley_3711_00000_1_9_percent,690,690,1,0,0,0,0,0,0,0,0.08633093525179857,0.04316546762589928,0.014388489208633094,0,0.03597122302158273,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,40,0.05755395683453238,40,0.05755395683453238,0,NA,0,NA,3.7,3.7,0,85,0.12318840579710146,60,30,10,0,0,0,0,40,0.05755395683453238,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,25,0,0,10,15,0,0,0,0,0,0,0,0,670,0,0,0.014388489208633094,0.02158273381294964,0,0,0,0,0,0,0,0,0.9640287769784173,200,0.28776978417266186,495,0.7122302158273381,620,515,105,75,30,30,0,0,0.8306451612903226,0.1693548387096774,0.12096774193548387,0.04838709677419355,0.04838709677419355,0,0,230,135,95,15,75,70,10,0,0.5869565217391305,0.41304347826086957,0.06521739130434782,0.32608695652173914,0.30434782608695654,0.043478260869565216,0
ottawa_ons2022_lebreton_development_3064_00999_20_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_ledbury_heron_gate_ridgemont_3065_00000_6_2_percent,1430,1430,1,0,0,0,0,0,0.08741258741258741,0.0944055944055944,0.02097902097902098,0,0.01048951048951049,0.006993006993006993,0.8181818181818182,0.03496503496503497,0.37037037037037035,0.07692307692307693,NA,0,0,NA,NA,NA,NA,NA,NA,NA,50,505,0.3519163763066202,505,0.3519163763066202,0,NA,0,NA,3.5,3.6,0,400,0.28169014084507044,30,0,15,10,135,125,110,200,0.13986013986013987,90,0.06293706293706294,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,1170,100,0,660,45,230,30,15,30,10,0,25,25,260,0.06993006993006994,0,0.46153846153846156,0.03146853146853147,0.16083916083916083,0.02097902097902098,0.01048951048951049,0.02097902097902098,0.006993006993006993,0,0.017482517482517484,0.017482517482517484,0.18181818181818182,470,0.32752613240418116,970,0.6759581881533101,1215,1030,185,105,85,15,50,15,0.8477366255144033,0.1522633744855967,0.08641975308641975,0.06995884773662552,0.012345679012345678,0.0411522633744856,0.012345679012345678,410,185,225,105,120,0,25,90,0.45121951219512196,0.5487804878048781,0.25609756097560976,0.2926829268292683,0,0.06097560975609756,0.21951219512195122
ottawa_ons2022_leslie_park_bruce_farm_3066_00000_3_8_percent,150,150,1,0,0,0,0,0,0.06666666666666667,0.06666666666666667,0,0,0,0,0.3,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.8,3.8,0,15,0.1,0,0,0,0,10,10,0,10,0.06451612903225806,10,0.06451612903225806,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,45,0,0,25,10,10,0,0,0,0,0,0,0,110,0,0,0.16666666666666666,0.06666666666666667,0.06666666666666667,0,0,0,0,0,0,0,0.7333333333333333,55,0.36666666666666664,100,0.6666666666666666,135,135,0,0,0,0,0,0,1,0,0,0,0,0,0,45,35,15,10,0,0,0,0,0.7777777777777778,0.3333333333333333,0.2222222222222222,0,0,0,0
ottawa_ons2022_lowertown_east_3067_00000_6_5_percent,505,505,1,0,0,0,0,0,0.06930693069306931,0.06930693069306931,0,0,0,0,0.6435643564356436,0.019801980198019802,0.2857142857142857,0.039603960396039604,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,135,0.26732673267326734,135,0.26732673267326734,0,NA,0,NA,3.9,4,0,195,0.38613861386138615,0,0,0,0,35,35,20,125,0.24752475247524752,75,0.1485148514851485,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,325,40,0,230,0,25,0,0,0,0,0,0,15,175,0.07920792079207921,0,0.45544554455445546,0,0.04950495049504951,0,0,0,0,0,0,0.0297029702970297,0.3465346534653465,275,0.5445544554455446,230,0.45544554455445546,455,385,75,35,40,0,10,30,0.8461538461538461,0.16483516483516483,0.07692307692307693,0.08791208791208792,0,0.02197802197802198,0.06593406593406594,160,70,90,40,50,0,0,40,0.4375,0.5625,0.25,0.3125,0,0,0.25
ottawa_ons2022_lowertown_west_3068_00000_6_2_percent,100,100,1,0,0,0,0,0,0,0,0.15,0.15,0,0,0.4,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,2.6,2.5,0,30,0.3157894736842105,15,15,0,0,0,0,0,25,0.25,10,0.1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,40,10,0,15,0,0,0,0,0,0,0,0,0,60,0.1,0,0.15,0,0,0,0,0,0,0,0,0,0.6,55,0.5238095238095238,50,0.47619047619047616,80,65,10,0,0,0,0,0,0.8125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_madawaska_valley_3712_00000_7_7_percent,215,215,1,0,0,0,0,0,0,0,0.13636363636363635,0.045454545454545456,0.09090909090909091,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,40,0.18604651162790697,40,0.18604651162790697,0,NA,0,NA,4.1,4.7,0,60,0.27906976744186046,30,10,20,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0.9772727272727273,15,0.06976744186046512,205,0.9534883720930233,205,145,60,25,30,30,0,0,0.7073170731707317,0.2926829268292683,0.12195121951219512,0.14634146341463414,0.14634146341463414,0,0,90,60,30,10,20,20,0,0,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.2222222222222222,0,0
ottawa_ons2022_manor_park_3069_00000_2_5_percent,465,465,1,0,0,0,0,0,0.03225806451612903,0.03225806451612903,0,0,0,0,0.4946236559139785,0.021505376344086023,0.6666666666666666,0.03225806451612903,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,85,0.18478260869565216,85,0.18478260869565216,0,NA,0,NA,3.5,3.5,0,60,0.12903225806451613,0,0,0,0,15,15,15,150,0.3225806451612903,60,0.12903225806451613,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,230,0,20,100,45,25,0,10,10,0,0,15,15,230,0,0.043010752688172046,0.21505376344086022,0.0967741935483871,0.053763440860215055,0,0.021505376344086023,0.021505376344086023,0,0,0.03225806451612903,0.03225806451612903,0.4946236559139785,230,0.5,230,0.5,390,330,55,45,15,10,0,0,0.8461538461538461,0.14102564102564102,0.11538461538461539,0.038461538461538464,0.02564102564102564,0,0,130,60,75,30,40,0,20,20,0.46153846153846156,0.5769230769230769,0.23076923076923078,0.3076923076923077,0,0.15384615384615385,0.15384615384615385
ottawa_ons2022_manotick_3070_00000_1_7_percent,625,625,1,0,0,0,0,0,0,0,0.048,0.032,0.024,0,0.152,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,40,0.064,40,0.064,0,NA,0,NA,4,4.2,0,25,0.04032258064516129,30,20,15,0,0,0,0,10,0.016,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,95,15,10,15,0,10,0,0,10,0,15,10,0,530,0.024,0.016,0.024,0,0.016,0,0,0.016,0,0.024,0.016,0,0.848,160,0.256,465,0.744,565,470,95,90,0,0,0,0,0.831858407079646,0.168141592920354,0.1592920353982301,0,0,0,0,225,90,135,95,35,25,15,0,0.4,0.6,0.4222222222222222,0.15555555555555556,0.1111111111111111,0.06666666666666667,0
